character_1,character_2,char1_wins,char2_wins,total_games,char1_winrate,char1_normalized,char2_normalized,id_char1,weight_char1,recovery_char1,speed_char1,combo_game_char1,projectiles_char1,killpower_char1,ledgetrap_char1,edgeguard_char1,spacing_char1,cheese_char1,popularity_char1,pro_scene_char1,online_winrate_char1,easy_char1,id_char2,weight_char2,recovery_char2,speed_char2,combo_game_char2,projectiles_char2,killpower_char2,ledgetrap_char2,edgeguard_char2,spacing_char2,cheese_char2,popularity_char2,pro_scene_char2,online_winrate_char2,easy_char2,Weight_char1,Gravity_char1,Run Maximum Velocity_char1,Walk Maximum Velocity_char1,Maximum Horizontal Air Speed_char1,Maximum Fall Speed_char1,Dash Initial Velocity_char1,Maximum Air Acceleration_char1,Weight_char2,Gravity_char2,Run Maximum Velocity_char2,Walk Maximum Velocity_char2,Maximum Horizontal Air Speed_char2,Maximum Fall Speed_char2,Dash Initial Velocity_char2,Maximum Air Acceleration_char2,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff,Weight_diff,Gravity_diff,Run Maximum Velocity_diff,Walk Maximum Velocity_diff,Maximum Horizontal Air Speed_diff,Maximum Fall Speed_diff,Dash Initial Velocity_diff,Maximum Air Acceleration_diff,matchup_binary
falco,pikachu,19,6,25,0.76,Falco,Pikachu,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,82.0,0.13,1.619,1.344,0.977,1.8,2.035,0.1,79.0,0.095,2.039,1.302,0.957,1.55,1.98,0.1,3,-6,-1,7,-1,-17,4,-12,1,-6.0,3.0,0.035,-0.42000000000000015,0.04200000000000004,0.020000000000000018,0.25,0.05500000000000016,0.0,Char1_Wins
falco,zelda,11,12,23,0.4782608695652174,Falco,Zelda,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,82.0,0.13,1.619,1.344,0.977,1.8,2.035,0.1,85.0,0.071,1.43,0.914,1.092,1.35,1.958,0.065,-3,-4,2,12,-3,6,-9,10,1,-5.0,-3.0,0.05900000000000001,0.18900000000000006,0.43000000000000005,-0.1150000000000001,0.44999999999999996,0.07700000000000018,0.035,Char2_Wins
falco,ken,6,11,17,0.3529411764705882,Falco,Ken,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,82.0,0.13,1.619,1.344,0.977,1.8,2.035,0.1,103.0,0.12,1.76,0.825,1.12,1.6,1.936,0.035,-21,-1,1,-1,-1,17,-10,19,2,-2.0,-21.0,0.010000000000000009,-0.14100000000000001,0.5190000000000001,-0.14300000000000013,0.19999999999999996,0.0990000000000002,0.065,Char2_Wins
diddy kong,falco,18,12,30,0.6,Diddy Kong,Falco,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,,,,,,,,,82.0,0.13,1.619,1.344,0.977,1.8,2.035,0.1,8,3,1,-7,2,13,-5,-17,-1,5.0,,,,,,,,,Char1_Wins
diddy kong,samus,11,7,18,0.6111111111111112,Diddy Kong,Samus,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,,,,,,,,,108.0,0.075,1.654,1.115,1.103,1.33,1.87,0.09,-18,0,2,4,-1,-7,-21,-14,0,3.0,,,,,,,,,Char1_Wins
bowser,luigi,19,6,25,0.76,Bowser,Luigi,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,,,,,,,,,97.0,0.083,1.65,1.134,0.77,1.32,1.815,0.075,38,0,3,-10,-1,18,15,5,2,-1.0,,,,,,,,,Char1_Wins
bowser,inkling,17,13,30,0.5666666666666667,Bowser,Inkling,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,,,,,,,,,94.0,0.087,1.925,1.134,1.208,1.58,2.118,0.08,41,-6,0,-3,-2,1,13,-23,2,3.0,,,,,,,,,Char1_Wins
bowser,sonic,14,4,18,0.7777777777777778,Bowser,Sonic,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,,,,,,,,,86.0,0.09,3.85,1.444,1.208,1.65,2.31,0.05,49,-5,-3,0,0,-9,9,-18,1,-1.0,,,,,,,,,Char1_Wins
snake,young link,22,16,38,0.5789473684210527,Snake,Young Link,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,106.0,0.08,1.595,0.882,0.987,1.73,1.76,0.03,,,,,,,,,18,1,-2,-11,0,-9,-16,3,-3,3.0,,,,,,,,,Char1_Wins
bowser,samus,10,6,16,0.625,Bowser,Samus,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,,,,,,,,,108.0,0.075,1.654,1.115,1.103,1.33,1.87,0.09,27,-3,2,7,-4,-18,-6,-8,1,4.0,,,,,,,,,Char1_Wins
inkling,ness,30,18,48,0.625,Inkling,Ness,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,94.0,0.087,1.925,1.134,1.208,1.58,2.118,0.08,94.0,0.077,1.609,0.907,1.007,1.31,1.826,0.1,0,4,3,7,-1,-5,-15,18,-3,-4.0,0.0,0.009999999999999995,0.31600000000000006,0.22699999999999987,0.20100000000000007,0.27,0.2919999999999998,-0.020000000000000004,Char1_Wins
bowser,snake,26,18,44,0.5909090909090909,Bowser,Snake,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,,,,,,,,,106.0,0.08,1.595,0.882,0.987,1.73,1.76,0.03,29,-4,3,10,-4,-9,21,3,2,-2.0,,,,,,,,,Char1_Wins
inkling,samus,21,13,34,0.6176470588235294,Inkling,Samus,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,94.0,0.087,1.925,1.134,1.208,1.58,2.118,0.08,108.0,0.075,1.654,1.115,1.103,1.33,1.87,0.09,-14,3,2,10,-2,-19,-19,15,-1,1.0,-14.0,0.011999999999999997,0.27100000000000013,0.018999999999999906,0.10499999999999998,0.25,0.24799999999999978,-0.009999999999999995,Char1_Wins
snake,sonic,42,23,65,0.6461538461538462,Snake,Sonic,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,106.0,0.08,1.595,0.882,0.987,1.73,1.76,0.03,86.0,0.09,3.85,1.444,1.208,1.65,2.31,0.05,20,-1,-6,-10,4,0,-12,-21,-1,1.0,20.0,-0.009999999999999995,-2.255,-0.5619999999999999,-0.22099999999999997,0.08000000000000007,-0.55,-0.020000000000000004,Char1_Wins
samus,zelda,18,4,22,0.8181818181818182,Samus,Zelda,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,108.0,0.075,1.654,1.115,1.103,1.33,1.87,0.09,85.0,0.071,1.43,0.914,1.092,1.35,1.958,0.065,23,-1,1,1,0,26,7,7,0,-3.0,23.0,0.0040000000000000036,0.22399999999999998,0.20099999999999996,0.010999999999999899,-0.020000000000000018,-0.08799999999999986,0.024999999999999994,Char1_Wins
samus,sonic,19,9,28,0.6785714285714286,Samus,Sonic,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,108.0,0.075,1.654,1.115,1.103,1.33,1.87,0.09,86.0,0.09,3.85,1.444,1.208,1.65,2.31,0.05,22,-2,-5,-7,4,9,15,-10,0,-5.0,22.0,-0.015,-2.196,-0.32899999999999996,-0.10499999999999998,-0.31999999999999984,-0.43999999999999995,0.039999999999999994,Char1_Wins
luigi,young link,11,4,15,0.7333333333333333,Luigi,Young Link,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,97.0,0.083,1.65,1.134,0.77,1.32,1.815,0.075,,,,,,,,,9,-3,-2,9,-3,-36,-10,1,-3,2.0,,,,,,,,,Char1_Wins
ken,luigi,7,3,10,0.7,Ken,Luigi,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,103.0,0.12,1.76,0.825,1.12,1.6,1.936,0.035,97.0,0.083,1.65,1.134,0.77,1.32,1.815,0.075,6,1,1,-5,1,-1,15,-3,0,-5.0,6.0,0.03699999999999999,0.1100000000000001,-0.30899999999999994,0.3500000000000001,0.28,0.121,-0.039999999999999994,Char1_Wins
pokemon trainer,roy,18,15,33,0.5454545454545454,Pokemon Trainer,Roy,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,,,,,,,,,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,1,3,-2,3,2,10,-8,27,-1,2.0,,,,,,,,,Char1_Wins
bowser,ness,18,18,36,0.5,Bowser,Ness,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,,,,,,,,,94.0,0.077,1.609,0.907,1.007,1.31,1.826,0.1,41,-2,3,4,-3,-4,-2,-5,-1,-1.0,,,,,,,,,Char1_Wins
inkling,luigi,16,6,22,0.7272727272727273,Inkling,Luigi,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,94.0,0.087,1.925,1.134,1.208,1.58,2.118,0.08,97.0,0.083,1.65,1.134,0.77,1.32,1.815,0.075,-3,6,3,-7,1,17,2,28,0,-4.0,-3.0,0.00399999999999999,0.27500000000000013,0.0,0.43799999999999994,0.26,0.30299999999999994,0.0050000000000000044,Char1_Wins
diddy kong,inkling,19,9,28,0.6785714285714286,Diddy Kong,Inkling,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,,,,,,,,,94.0,0.087,1.925,1.134,1.208,1.58,2.118,0.08,-4,-3,0,-6,1,12,-2,-29,1,2.0,,,,,,,,,Char1_Wins
inkling,snake,39,24,63,0.6190476190476191,Inkling,Snake,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,94.0,0.087,1.925,1.134,1.208,1.58,2.118,0.08,106.0,0.08,1.595,0.882,0.987,1.73,1.76,0.03,-12,2,3,13,-2,-10,8,26,0,-5.0,-12.0,0.006999999999999992,0.33000000000000007,0.2519999999999999,0.22099999999999997,-0.1499999999999999,0.3579999999999999,0.05,Char1_Wins
ness,pyra mythra,14,7,21,0.6666666666666666,Ness,Pyra Mythra,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,94.0,0.077,1.609,0.907,1.007,1.31,1.826,0.1,,,,,,,,,-1,2,-5,-4,2,-10,7,7,-1,1.0,,,,,,,,,Char1_Wins
falco,ike,11,10,21,0.5238095238095238,Falco,Ike,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,82.0,0.13,1.619,1.344,0.977,1.8,2.035,0.1,107.0,0.092,1.507,0.912,1.134,1.65,1.815,0.05,-26,-3,2,5,1,10,8,18,-2,1.0,-25.0,0.038000000000000006,0.1120000000000001,0.43200000000000005,-0.15699999999999992,0.15000000000000013,0.2200000000000002,0.05,Char1_Wins
king k. rool,mario,14,1,15,0.9333333333333332,King K. Rool,Mario,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,,,,,,,,,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,35,1,-2,-5,2,-8,3,-5,2,6.0,,,,,,,,,Char1_Wins
mario,marth,5,5,10,0.5,Mario,Marth,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,8,-2,-2,5,1,3,2,-13,-4,2.0,8.0,0.011999999999999997,-0.20399999999999996,-0.41999999999999993,0.137,-0.08000000000000007,-0.31899999999999995,0.0,Char1_Wins
pyra mythra,shulk,9,3,12,0.75,Pyra Mythra,Shulk,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,,,,,,,,,97.0,0.098,1.672,1.155,1.113,1.58,1.87,0.05,-2,-4,4,2,1,23,5,-28,0,0.0,,,,,,,,,Char1_Wins
mario,mario,3,13,16,0.1875,Mario,Mario,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Char2_Wins
falco,shulk,13,4,17,0.7647058823529411,Falco,Shulk,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,82.0,0.13,1.619,1.344,0.977,1.8,2.035,0.1,97.0,0.098,1.672,1.155,1.113,1.58,1.87,0.05,-15,-4,1,6,1,7,0,-15,-2,-6.0,-15.0,0.032,-0.052999999999999936,0.18900000000000006,-0.136,0.21999999999999997,0.16500000000000004,0.05,Char1_Wins
mario,shulk,37,11,48,0.7708333333333334,Mario,Shulk,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,97.0,0.098,1.672,1.155,1.113,1.58,1.87,0.05,1,-3,1,6,1,17,1,-25,-4,-4.0,1.0,-0.01100000000000001,0.08800000000000008,0.0,0.09499999999999997,-0.08000000000000007,0.06599999999999984,0.03,Char1_Wins
marth,ness,7,4,11,0.6363636363636364,Marth,Ness,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,94.0,0.077,1.609,0.907,1.007,1.31,1.826,0.1,-4,1,4,3,-3,1,-13,9,1,-7.0,-4.0,-0.0020000000000000018,0.355,0.6679999999999999,0.06400000000000006,0.27,0.4289999999999998,-0.020000000000000004,Char1_Wins
ike,king k. rool,5,3,8,0.625,Ike,King K. Rool,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,107.0,0.092,1.507,0.912,1.134,1.65,1.815,0.05,,,,,,,,,-25,1,0,0,-3,-12,-12,-3,2,-9.0,,,,,,,,,Char1_Wins
pyra mythra,samus,8,4,12,0.6666666666666666,Pyra Mythra,Samus,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,,,,,,,,,108.0,0.075,1.654,1.115,1.103,1.33,1.87,0.09,-13,-3,4,7,-3,-4,-11,-10,3,4.0,,,,,,,,,Char1_Wins
king k. rool,marth,4,2,6,0.6666666666666666,King K. Rool,Marth,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,,,,,,,,,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,43,-1,-4,0,3,-5,5,-18,-2,8.0,,,,,,,,,Char1_Wins
mario,pyra mythra,9,1,10,0.9,Mario,Pyra Mythra,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,,,,,,,,,3,1,-3,4,0,-6,-4,3,-4,-4.0,,,,,,,,,Char1_Wins
falco,king k. rool,8,8,16,0.5,Falco,King K. Rool,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,82.0,0.13,1.619,1.344,0.977,1.8,2.035,0.1,,,,,,,,,-51,-2,2,5,-2,-2,-4,15,0,-8.0,,,,,,,,,Char1_Wins
falco,mario,15,4,19,0.7894736842105263,Falco,Mario,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,82.0,0.13,1.619,1.344,0.977,1.8,2.035,0.1,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,-16,-1,0,0,0,-10,-1,10,2,-2.0,-16.0,0.04300000000000001,-0.14100000000000001,0.18900000000000006,-0.23099999999999998,0.30000000000000004,0.0990000000000002,0.020000000000000004,Char1_Wins
pyra mythra,sora,8,1,9,0.8888888888888888,Pyra Mythra,Sora,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,,,,,,,,,,,,,,,,,10,-5,5,1,-1,5,4,-3,0,1.0,,,,,,,,,Char1_Wins
samus,young link,2,3,5,0.4,Samus,Young Link,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,108.0,0.075,1.654,1.115,1.103,1.33,1.87,0.09,,,,,,,,,20,0,-1,-8,0,0,11,14,-2,-3.0,,,,,,,,,Char2_Wins
bowser,wii fit trainer,6,3,9,0.6666666666666666,Bowser,Wii Fit Trainer,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,47,96,5,5,31,4,153,26,6,1,6.0,12000,4.553,54.15,4.331466667,,,,,,,,,,,,,,,,,39,-2,1,-1,-3,-23,-3,9,2,2.0,,,,,,,,,Char1_Wins
isabelle,pokemon trainer,7,12,19,0.3684210526315789,Isabelle,Pokemon Trainer,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,,,,,,,,,,,,,,,,,-8,-2,-2,-6,2,2,10,-17,-1,2.0,,,,,,,,,Char2_Wins
isabelle,sora,3,2,5,0.6,Isabelle,Sora,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,,,,,,,,,,,,,,,,,3,-3,0,-1,2,-5,7,5,-3,0.0,,,,,,,,,Char1_Wins
roy,samus,9,9,18,0.5,Roy,Samus,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,108.0,0.075,1.654,1.115,1.103,1.33,1.87,0.09,-13,-2,3,8,-4,-26,-10,-12,2,-1.0,-13.0,0.03900000000000001,0.4910000000000001,0.09299999999999997,0.19900000000000007,0.47,0.33000000000000007,-0.039999999999999994,Char1_Wins
isabelle,luigi,5,3,8,0.625,Isabelle,Luigi,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,,,,,,,,,97.0,0.083,1.65,1.134,0.77,1.32,1.815,0.075,-9,2,0,-12,3,22,13,11,1,-2.0,,,,,,,,,Char1_Wins
ken,roy,10,9,19,0.5263157894736842,Ken,Roy,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,103.0,0.12,1.76,0.825,1.12,1.6,1.936,0.035,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,8,0,-3,4,2,-11,4,-4,-3,1.0,8.0,0.0059999999999999915,-0.385,-0.383,-0.18199999999999994,-0.19999999999999996,-0.26400000000000023,-0.015,Char1_Wins
ike,mario,13,6,19,0.6842105263157895,Ike,Mario,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,107.0,0.092,1.507,0.912,1.134,1.65,1.815,0.05,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,10,2,-2,-5,-1,-20,-9,-8,4,-3.0,9.0,0.0050000000000000044,-0.2530000000000001,-0.243,-0.07400000000000007,0.1499999999999999,-0.121,-0.03,Char1_Wins
bowser,marth,3,3,6,0.5,Bowser,Marth,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,,,,,,,,,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,45,-3,-1,1,0,-5,11,-14,-2,6.0,,,,,,,,,Char1_Wins
inkling,pyra mythra,10,7,17,0.5882352941176471,Inkling,Pyra Mythra,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,94.0,0.087,1.925,1.134,1.208,1.58,2.118,0.08,,,,,,,,,-1,6,-2,3,1,-15,-8,25,-4,-3.0,,,,,,,,,Char1_Wins
bowser,mario,30,9,39,0.7692307692307693,Bowser,Mario,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,,,,,,,,,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,37,-1,1,-4,-1,-8,9,-1,2,4.0,,,,,,,,,Char1_Wins
inkling,piranha plant,4,3,7,0.5714285714285714,Inkling,Piranha Plant,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,94.0,0.087,1.925,1.134,1.208,1.58,2.118,0.08,,,,,,,,,-18,5,3,5,-1,-15,-8,20,-1,-1.0,,,,,,,,,Char1_Wins
ike,ness,18,10,28,0.6428571428571429,Ike,Ness,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,107.0,0.092,1.507,0.912,1.134,1.65,1.815,0.05,94.0,0.077,1.609,0.907,1.007,1.31,1.826,0.1,14,1,0,3,-3,-16,-20,-12,1,-8.0,13.0,0.015,-0.10200000000000009,0.0050000000000000044,0.127,0.33999999999999986,-0.01100000000000012,-0.05,Char1_Wins
mario,piranha plant,4,2,6,0.6666666666666666,Mario,Piranha Plant,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,,,,,,,,,-14,0,2,6,-2,-6,-4,-2,-1,-2.0,,,,,,,,,Char1_Wins
ike,marth,8,2,10,0.8,Ike,Marth,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,107.0,0.092,1.507,0.912,1.134,1.65,1.815,0.05,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,18,0,-4,0,0,-17,-7,-21,0,-1.0,17.0,0.017,-0.4570000000000001,-0.6629999999999999,0.06299999999999994,0.06999999999999984,-0.43999999999999995,-0.03,Char1_Wins
bowser,piranha plant,7,2,9,0.7777777777777778,Bowser,Piranha Plant,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,,,,,,,,,,,,,,,,,23,-1,3,2,-3,-14,5,-3,1,2.0,,,,,,,,,Char1_Wins
marth,pyra mythra,5,2,7,0.7142857142857143,Marth,Pyra Mythra,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,,,,,,,,,-5,3,-1,-1,-1,-9,-6,16,0,-6.0,,,,,,,,,Char1_Wins
bowser,shulk,9,8,17,0.5294117647058824,Bowser,Shulk,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,,,,,,,,,97.0,0.098,1.672,1.155,1.113,1.58,1.87,0.05,38,-4,2,2,0,9,10,-26,-2,0.0,,,,,,,,,Char1_Wins
jigglypuff,sora,4,1,5,0.8,Jigglypuff,Sora,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,,,,,,,,,,,,,,,,,-17,-4,-1,3,-2,-12,-10,39,-3,-3.0,,,,,,,,,Char1_Wins
ridley,zelda,8,6,14,0.5714285714285714,Ridley,Zelda,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,107.0,0.09,2.2,1.1,1.05,1.78,1.8,0.07,85.0,0.071,1.43,0.914,1.092,1.35,1.958,0.065,22,-3,2,5,-2,12,-8,8,1,-5.0,22.0,0.019000000000000003,0.7700000000000002,0.18600000000000005,-0.04200000000000004,0.42999999999999994,-0.15799999999999992,0.0050000000000000044,Char1_Wins
