character_1,character_2,char1_winrate,matchup_binary,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff,Weight_diff,Gravity_diff,Run Maximum Velocity_diff,Walk Maximum Velocity_diff,Maximum Horizontal Air Speed_diff,Maximum Fall Speed_diff,Dash Initial Velocity_diff,Maximum Air Acceleration_diff
cloud,fox,0.5116279069767442,Char1_Wins,23,0,-2,-1,0,19,1,14,4,2.0,23.0,-0.132,-0.2350000000000003,-0.3679999999999999,0.0449999999999999,-0.4200000000000001,0.0550000000000001,-0.0199999999999999
fox,yoshi,0.6666666666666666,Char1_Wins,-27,-4,2,6,0,-12,3,-15,-1,-4.0,-27.0,0.15,0.3560000000000003,0.3149999999999999,-0.2339999999999999,0.81,0.1099999999999998,-0.008
incineroar,roy,0.6666666666666666,Char1_Wins,21,-2,-6,0,0,3,4,4,-2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robin,yoshi,0.9411764705882352,Char1_Wins,-9,-2,-4,-5,3,-4,-1,0,2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kazuya,yoshi,0.375,Char2_Wins,9,-2,-5,17,0,-17,-3,-11,-1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowser,ike,0.6666666666666666,Char1_Wins,27,-3,3,1,0,12,18,7,-2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowser,king k. rool,0.5,Char1_Wins,2,-2,3,1,-3,0,6,4,0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isabelle,pyra mythra,1.0,Char1_Wins,-7,2,-5,-2,3,-10,3,8,-3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,snake,0.6621621621621622,Char1_Wins,-6,-4,3,14,-3,1,15,5,4,-7.0,-6.0,0.018,0.5719999999999998,0.273,0.168,-0.05,0.385,0.04
kazuya,wolf,0.6,Char1_Wins,21,0,-4,14,0,-13,-7,-15,-2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ken,wolf,0.7083333333333334,Char1_Wins,11,-1,-1,3,1,-18,6,-15,-2,2.0,11.0,-0.01,0.2199999999999999,-0.383,-0.1609999999999998,-0.1999999999999999,-0.1539999999999999,-0.0549999999999999
ken,snake,0.6486486486486487,Char1_Wins,-3,-3,1,15,-2,-28,21,-5,0,-6.0,-3.0,0.0399999999999999,0.165,-0.057,0.1330000000000001,-0.1299999999999999,0.1759999999999999,0.005
isabelle,ken,0.5,Char1_Wins,-15,1,-1,-7,2,23,-2,14,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyra mythra,pyra mythra,0.1666666666666666,Char2_Wins,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,steve,0.5454545454545454,Char1_Wins,8,-5,5,-1,-1,16,4,6,3,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wolf,wolf,0.2727272727272727,Char2_Wins,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,kazuya,0.6666666666666666,Char1_Wins,-13,-2,5,-12,0,24,7,10,4,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wii fit trainer,wolf,0.5882352941176471,Char1_Wins,4,0,0,-1,2,24,9,-16,-2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snake,wolf,0.6179775280898876,Char1_Wins,14,2,-2,-12,3,10,-15,-10,-2,8.0,14.0,-0.05,0.0549999999999999,-0.3259999999999999,-0.2939999999999999,-0.07,-0.3299999999999998,-0.06
isabelle,snake,0.5625,Char1_Wins,-18,-2,0,8,0,-5,19,9,1,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
samus,shulk,0.5714285714285714,Char1_Wins,11,-1,0,-5,4,27,16,-18,-3,-4.0,11.0,-0.023,-0.018,-0.04,-0.01,-0.25,0.0,0.0399999999999999
bowser,sephiroth,0.7142857142857143,Char1_Wins,56,-3,2,5,-2,-2,8,-12,-2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,young link,0.4,Char2_Wins,9,-1,-3,-3,-3,-22,4,12,1,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inkling,marth,0.7777777777777778,Char1_Wins,4,3,-1,4,2,-6,-2,9,-4,3.0,4.0,0.0119999999999999,-0.0389999999999999,-0.441,0.137,0.0,-0.137,0.0
toon link,young link,0.5384615384615384,Char1_Wins,3,0,0,-6,0,-10,3,9,0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inkling,isabelle,0.5238095238095238,Char1_Wins,6,4,3,5,-2,-5,-11,17,-1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
young link,zelda,0.5416666666666666,Char1_Wins,3,-1,2,9,0,26,-4,-7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ken,lucina,0.5,Char1_Wins,13,-2,-3,7,2,-28,7,-22,-4,3.0,13.0,0.045,-0.2039999999999999,-0.75,0.0490000000000001,0.02,-0.3189999999999999,-0.045
lucina,sora,0.6666666666666666,Char1_Wins,5,-2,4,-1,-2,0,2,13,0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sora,zelda,0.8571428571428571,Char1_Wins,0,1,0,7,-2,17,-8,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,isabelle,0.8571428571428571,Char1_Wins,9,0,-1,0,-3,-8,1,0,3,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
falco,inkling,0.3571428571428571,Char2_Wins,-12,-6,-1,1,-1,-1,3,-12,2,-3.0,-12.0,0.043,-0.306,0.2100000000000002,-0.2309999999999999,0.2199999999999999,-0.0829999999999997,0.02
sephiroth,sora,0.8,Char1_Wins,-6,-2,1,-4,0,-7,1,11,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inkling,sephiroth,0.7777777777777778,Char1_Wins,15,3,2,8,0,-3,-5,11,-4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dr. mario,luigi,0.6,Char1_Wins,1,-2,-1,-9,0,19,12,15,0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,roy,0.8,Char1_Wins,2,1,-5,-3,1,4,3,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inkling,sora,0.5714285714285714,Char1_Wins,9,1,3,4,0,-10,-4,22,-4,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ken,sephiroth,0.7142857142857143,Char1_Wins,24,-2,0,10,0,-21,8,-20,-4,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigglypuff,pyra mythra,0.6363636363636364,Char1_Wins,-27,1,-6,2,-1,-17,-14,42,-3,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigglypuff,pokemon trainer,0.75,Char1_Wins,-28,-3,-3,-2,-2,-5,-7,17,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,sephiroth,0.6,Char1_Wins,18,-3,-1,15,-1,-20,-7,-17,-4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pokemon trainer,sora,0.5454545454545454,Char1_Wins,11,-1,2,5,0,-7,-3,22,-2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,steve,0.8333333333333334,Char1_Wins,5,-5,2,5,-1,-12,-5,-1,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inkling,ken,0.7,Char1_Wins,-9,5,2,-2,0,18,-13,31,0,1.0,-9.0,-0.033,0.165,0.3089999999999999,0.0879999999999998,-0.02,0.1819999999999999,0.045
fox,isabelle,0.6,Char1_Wins,-11,-2,5,7,-3,-13,-5,-18,-1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mario,samus,0.7647058823529411,Char1_Wins,-10,-2,1,11,-3,-10,-15,-7,-1,0.0,-10.0,0.0119999999999999,0.1060000000000001,0.04,0.1049999999999999,0.1699999999999999,0.0659999999999998,-0.0099999999999999
king k. rool,pyra mythra,0.8571428571428571,Char1_Wins,38,2,-5,-1,2,-14,-1,-2,-2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marth,shulk,0.8333333333333334,Char1_Wins,-7,-1,3,1,0,14,-1,-12,0,-6.0,-7.0,-0.023,0.292,0.4199999999999999,-0.042,0.0,0.3849999999999998,0.03
mario,wolf,0.7045454545454546,Char1_Wins,6,-1,0,2,0,9,-3,-6,-2,2.0,6.0,-0.043,0.2199999999999999,-0.0529999999999999,-0.0729999999999999,-0.3,-0.1539999999999999,-0.0099999999999999
falco,roy,0.9166666666666666,Char1_Wins,-13,-1,-2,3,1,6,-6,15,-1,-1.0,-13.0,0.016,-0.526,0.1360000000000001,-0.325,0.0,-0.165,0.05
bowser,sora,0.8,Char1_Wins,50,-5,3,1,-2,-9,9,-1,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king k. rool,young link,0.6923076923076923,Char1_Wins,45,-1,-2,-2,-1,-18,-1,2,-1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wolf,zelda,0.7407407407407407,Char1_Wins,7,-2,2,10,-3,7,-5,6,1,-5.0,7.0,0.059,0.1100000000000001,0.2939999999999999,0.1889999999999998,0.4499999999999999,0.1319999999999999,0.0249999999999999
byleth,sonic,0.6428571428571429,Char1_Wins,11,-3,-7,-2,1,-13,8,-12,3,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steve,zelda,0.6666666666666666,Char1_Wins,7,1,-2,13,-2,2,-9,-5,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snake,steve,0.5,Char1_Wins,14,-1,2,-15,2,15,-11,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowser,lucina,0.7142857142857143,Char1_Wins,45,-3,-1,2,0,-9,7,-14,-2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ness,sonic,0.5641025641025641,Char1_Wins,8,-3,-6,-4,3,-5,11,-13,2,0.0,8.0,-0.0129999999999999,-2.241,-0.5369999999999999,-0.201,-0.3399999999999998,-0.484,0.05
pokemon trainer,wario,0.4347826086956521,Char2_Wins,-12,0,1,-1,2,3,0,6,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king k. rool,zelda,0.6666666666666666,Char1_Wins,48,-2,0,7,-1,8,-5,-5,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,snake,0.5909090909090909,Char1_Wins,-9,-4,0,20,-3,-27,6,-2,0,-1.0,-9.0,0.003,0.0549999999999999,0.2519999999999999,-0.2169999999999999,-0.4099999999999999,0.0549999999999999,0.045
lucina,ness,0.6842105263157895,Char1_Wins,-4,1,4,2,-3,5,-9,9,1,-8.0,-4.0,-0.002,0.355,0.6679999999999999,0.064,0.27,0.4289999999999998,-0.02
king k. rool,wario,0.5,Char1_Wins,25,-2,-1,-6,3,1,6,-21,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucina,snake,0.6511627906976745,Char1_Wins,-16,-1,4,8,-4,0,14,17,4,-9.0,-16.0,-0.005,0.369,0.693,0.0839999999999999,-0.1499999999999999,0.4949999999999999,0.05
king k. rool,snake,0.55,Char1_Wins,27,-2,0,9,-1,-9,15,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sephiroth,young link,0.8571428571428571,Char1_Wins,-9,0,-1,-6,-2,-16,-3,18,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sora,wolf,0.75,Char1_Wins,-7,3,-2,-3,1,10,-3,-6,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sonic,sora,0.75,Char1_Wins,1,0,6,1,-2,0,0,17,-3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king k. rool,steve,0.8,Char1_Wins,41,-3,2,-6,1,6,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,luigi,0.75,Char1_Wins,0,2,-1,-12,0,14,14,11,4,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ness,roy,0.7,Char1_Wins,-1,1,-4,-5,3,12,6,9,0,6.0,-1.0,-0.037,-0.536,-0.3009999999999999,-0.2950000000000001,-0.49,-0.3740000000000001,0.05
pokemon trainer,sonic,0.7272727272727273,Char1_Wins,10,-1,-4,4,2,-7,-3,5,1,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,ness,0.5263157894736842,Char1_Wins,3,-2,0,14,-2,-22,-17,-10,-3,0.0,3.0,0.006,0.0409999999999999,0.2269999999999998,-0.2369999999999998,0.01,-0.0110000000000001,-0.025
lucina,zelda,0.6818181818181818,Char1_Wins,5,-1,4,6,-4,17,-6,13,3,-6.0,5.0,0.004,0.534,0.6609999999999999,-0.0210000000000001,0.2299999999999999,0.2969999999999999,0.015
lucina,wario,0.7333333333333333,Char1_Wins,-18,-1,3,-7,0,10,5,-3,4,-5.0,-17.0,-0.032,0.314,0.6859999999999999,-0.1999999999999999,-0.03,0.4179999999999999,-0.0399999999999999
snake,wario,0.6774193548387096,Char1_Wins,-2,0,-1,-15,4,10,-9,-20,0,4.0,-1.0,-0.0269999999999999,-0.0549999999999999,-0.007,-0.2839999999999999,0.1199999999999998,-0.0769999999999999,-0.09
kazuya,sephiroth,0.6666666666666666,Char1_Wins,34,-1,-3,21,-1,-16,-5,-20,-4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,sora,0.625,Char1_Wins,-4,0,1,11,0,14,-1,2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hero,roy,0.5625,Char1_Wins,6,3,-3,-6,3,5,-7,5,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigglypuff,lucina,0.6363636363636364,Char1_Wins,-22,-2,-5,4,0,-12,-12,26,-3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowser,kazuya,0.8181818181818182,Char1_Wins,22,-2,5,-16,-1,14,13,8,2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,sonic,0.5833333333333334,Char1_Wins,-5,0,-5,10,2,14,-1,-15,0,-2.0,-5.0,0.03,-2.09,-0.499,-0.189,0.1200000000000001,-0.3740000000000001,0.045
hero,luigi,0.7142857142857143,Char1_Wins,4,4,1,-15,2,15,4,6,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king k. rool,lucina,0.5,Char1_Wins,43,-1,-4,1,3,-9,1,-18,-2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,hero,0.8571428571428571,Char1_Wins,-20,1,0,15,-1,26,1,2,-3,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,zelda,0.5384615384615384,Char1_Wins,-4,1,1,18,-2,31,-9,2,0,0.0,-4.0,0.049,0.33,0.0309999999999999,-0.0730000000000001,0.4199999999999999,-0.022,0.03
sonic,young link,0.5862068965517241,Char1_Wins,-2,2,4,-1,-4,-9,-4,24,-2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,sonic,0.625,Char1_Wins,11,-5,-6,10,1,-27,-6,-23,-1,0.0,11.0,-0.0069999999999999,-2.2,-0.31,-0.4379999999999999,-0.3299999999999998,-0.4950000000000001,0.0249999999999999
king k. rool,luigi,0.6666666666666666,Char1_Wins,36,2,0,-11,2,18,9,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hero,zelda,0.8,Char1_Wins,16,0,1,3,-1,5,-10,0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
falco,jigglypuff,0.6,Char1_Wins,14,-1,3,2,1,1,9,-29,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,zelda,0.5,Char1_Wins,19,-2,1,3,0,11,1,-2,2,-4.0,19.0,0.025,0.104,0.3330000000000001,-0.168,0.25,0.022,-0.015
bayonetta,marth,0.7142857142857143,Char1_Wins,-9,2,-3,11,2,18,1,-11,-3,5.0,-9.0,0.045,-0.2039999999999999,-0.63,-0.052,0.1899999999999999,-0.3189999999999999,0.015
kazuya,wario,0.8333333333333334,Char1_Wins,5,-2,-3,11,1,-13,-1,-25,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,young link,0.75,Char1_Wins,-7,2,-1,9,-2,5,-5,9,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,pokemon trainer,0.7647058823529411,Char1_Wins,1,-4,-2,6,-1,-20,-3,-28,-2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,isabelle,1.0,Char1_Wins,2,1,3,-1,-1,7,-13,-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
falco,wario,0.8666666666666667,Char1_Wins,-26,-4,1,-1,1,-1,2,-6,2,-4.0,-25.0,0.023,-0.0309999999999999,0.455,-0.2939999999999999,0.1899999999999999,0.1980000000000001,-0.0199999999999999
bayonetta,pokemon trainer,0.7083333333333334,Char1_Wins,-15,1,-1,6,0,21,2,-20,-1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,snake,0.6805555555555556,Char1_Wins,-16,-1,3,7,-1,2,6,-3,1,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,pokemon trainer,0.7916666666666666,Char1_Wins,-6,-1,1,-7,1,9,-3,-29,-1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,wario,0.782608695652174,Char1_Wins,-18,-1,2,-8,3,12,-3,-23,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king k. rool,link,0.4375,Char2_Wins,29,0,-1,4,-1,-3,-6,-3,-1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigglypuff,luigi,0.8571428571428571,Char1_Wins,-29,1,-1,-8,-1,15,-4,45,1,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isabelle,link,0.5,Char1_Wins,-16,0,-1,3,0,1,-2,7,-2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,piranha plant,0.6666666666666666,Char1_Wins,-31,4,1,12,-1,9,-5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kazuya,snake,1.0,Char1_Wins,7,-2,-2,26,-3,-23,8,-5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
falco,link,0.7058823529411765,Char1_Wins,-22,-2,1,9,-3,-5,-10,12,-1,-1.0,-22.0,0.034,0.0849999999999999,0.0969999999999999,0.0529999999999999,0.1999999999999999,0.0550000000000001,0.05
bayonetta,snake,0.65,Char1_Wins,-25,1,1,20,-2,14,11,6,1,-3.0,-25.0,0.0399999999999999,0.165,0.0629999999999999,0.0319999999999999,0.04,0.1759999999999999,0.065
falco,luigi,0.6428571428571429,Char1_Wins,-15,0,2,-6,0,16,5,16,2,-7.0,-15.0,0.047,-0.0309999999999999,0.2100000000000002,0.2069999999999999,0.48,0.2200000000000002,0.025
bayonetta,diddy kong,0.7777777777777778,Char1_Wins,-9,2,-2,13,-1,12,5,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,wario,0.75,Char1_Wins,-27,1,0,5,2,24,2,-14,1,1.0,-26.0,0.0129999999999999,0.1100000000000001,0.0559999999999999,-0.252,0.1599999999999999,0.0989999999999999,-0.0249999999999999
bayonetta,bowser,0.5454545454545454,Char1_Wins,-54,5,-2,10,2,23,-10,3,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shulk,wolf,0.5428571428571428,Char1_Wins,5,2,-1,-4,-1,-8,-4,19,2,6.0,5.0,-0.032,0.1319999999999999,-0.0529999999999999,-0.1679999999999999,-0.2199999999999999,-0.2199999999999997,-0.0399999999999999
bowser,zero suit samus,0.8333333333333334,Char1_Wins,55,-6,-2,4,-1,5,6,-12,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
samus,wolf,0.5142857142857142,Char1_Wins,16,1,-1,-9,3,19,12,1,-1,2.0,16.0,-0.055,0.1139999999999998,-0.0929999999999999,-0.1779999999999999,-0.47,-0.2199999999999997,0.0
wolf,zero suit samus,0.6060606060606061,Char1_Wins,12,-4,-3,6,0,4,0,-5,0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mario,zero suit samus,0.4411764705882353,Char2_Wins,18,-5,-3,8,0,13,-3,-11,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piranha plant,samus,1.0,Char1_Wins,4,-2,-1,5,-1,-4,-11,-5,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,wolf,0.4074074074074074,Char2_Wins,-11,3,-1,8,1,24,-4,-4,-1,5.0,-11.0,-0.01,0.2199999999999999,-0.263,-0.262,-0.03,-0.1539999999999999,0.005
bayonetta,shulk,0.5263157894736842,Char1_Wins,-16,1,0,12,2,32,0,-23,-3,-1.0,-16.0,0.0219999999999999,0.088,-0.21,-0.094,0.1899999999999999,0.0659999999999998,0.045
bayonetta,mario,0.8571428571428571,Char1_Wins,-17,4,-1,6,1,15,-1,2,1,3.0,-17.0,0.033,0.0,-0.21,-0.189,0.27,0.0,0.015
falco,kazuya,0.5,Char1_Wins,-31,-2,4,-12,0,12,3,19,2,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incineroar,mewtwo,0.8571428571428571,Char1_Wins,38,-4,-6,3,-3,-3,6,-5,-3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,pikachu,0.5263157894736842,Char1_Wins,18,-6,-3,13,-1,-33,-1,-28,-1,1.0,18.0,-0.0119999999999999,-0.3890000000000002,-0.1680000000000001,-0.1869999999999999,-0.2299999999999999,-0.165,-0.025
falco,incineroar,0.7857142857142857,Char1_Wins,-34,1,4,3,1,3,-10,11,1,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
falco,snake,0.7380952380952381,Char1_Wins,-24,-4,2,14,-3,-11,11,14,2,-8.0,-24.0,0.05,0.024,0.4620000000000001,-0.01,0.07,0.2750000000000001,0.07
kazuya,pokemon trainer,0.5714285714285714,Char1_Wins,17,-2,-4,12,-1,-16,-1,-31,-2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pokemon trainer,snake,0.6571428571428571,Char1_Wins,-10,0,2,14,-2,-7,9,26,2,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pikachu,snake,0.543859649122807,Char1_Wins,-27,2,3,7,-2,6,7,26,1,-2.0,-27.0,0.015,0.4440000000000002,0.42,-0.03,-0.1799999999999999,0.2199999999999999,0.07
falco,mewtwo,0.7142857142857143,Char1_Wins,4,-3,-2,6,-2,0,-4,6,-2,-1.0,3.0,0.048,-0.6359999999999999,0.084,-0.3359999999999999,0.25,-0.2199999999999997,0.03
diddy kong,lucas,0.7777777777777778,Char1_Wins,-4,0,2,-2,0,-9,-7,-21,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ness,young link,0.5909090909090909,Char1_Wins,6,-1,-2,-5,-1,-14,7,11,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,ness,0.5882352941176471,Char1_Wins,-4,1,3,1,0,7,-17,-11,-2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incineroar,pokemon trainer,0.6666666666666666,Char1_Wins,20,-5,-4,-3,-2,-7,12,-23,-1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pokemon trainer,wii fit trainer,0.5555555555555556,Char1_Wins,0,2,0,3,-1,-21,-15,32,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucas,luigi,0.4545454545454545,Char2_Wins,-3,3,1,-11,2,38,7,20,3,-3.0,-3.0,0.0069999999999999,0.0,-0.2409999999999998,0.385,0.05,0.0,0.02
lucas,young link,0.5,Char1_Wins,6,0,-1,-2,-1,2,-3,21,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
falco,lucas,0.4444444444444444,Char2_Wins,-12,-3,1,5,-2,-22,-2,-4,-1,-4.0,-12.0,0.04,-0.0309999999999999,0.451,-0.178,0.4299999999999999,0.2200000000000002,0.005
bayonetta,luigi,0.2857142857142857,Char2_Wins,-16,5,1,0,1,41,5,8,1,-2.0,-16.0,0.0369999999999999,0.1100000000000001,-0.1889999999999999,0.2489999999999999,0.4499999999999999,0.121,0.02
fox,mario,0.5833333333333334,Char1_Wins,-21,-1,3,1,0,-17,2,-13,0,-3.0,-21.0,0.143,0.6420000000000001,0.3679999999999999,-0.0979999999999998,0.6000000000000001,0.1539999999999999,0.0099999999999999
ness,wolf,0.717391304347826,Char1_Wins,2,0,-2,-6,2,5,8,-2,1,7.0,2.0,-0.053,0.0689999999999999,-0.3009999999999999,-0.274,-0.49,-0.2639999999999998,0.01
corrin,wolf,0.5714285714285714,Char1_Wins,6,-1,-1,2,0,0,-6,1,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowser,wolf,0.6388888888888888,Char1_Wins,43,-2,1,-2,-1,1,6,-7,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corrin,samus,0.5714285714285714,Char1_Wins,-10,-2,0,11,-3,-19,-18,0,3,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,marth,0.8,Char1_Wins,-13,-3,1,6,1,-14,4,-26,-4,-1.0,-13.0,0.155,0.4380000000000001,-0.052,0.0390000000000001,0.52,-0.165,0.0099999999999999
piranha plant,wolf,1.0,Char1_Wins,20,-1,-2,-4,2,15,1,-4,-1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king k. rool,wolf,0.5277777777777778,Char1_Wins,41,0,-2,-3,2,1,0,-11,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corrin,marth,0.5,Char1_Wins,8,-2,-3,5,1,-6,-1,-6,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,samus,0.4285714285714285,Char2_Wins,-27,2,0,17,-2,5,-16,-5,0,3.0,-27.0,0.045,0.1060000000000001,-0.17,-0.084,0.4399999999999999,0.0659999999999998,0.005
simon,young link,0.8,Char1_Wins,19,-4,-3,-8,0,-14,24,19,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marth,wolf,0.5833333333333334,Char1_Wins,-2,1,2,-3,-1,6,-5,7,2,0.0,-2.0,-0.055,0.4239999999999999,0.367,-0.2099999999999999,-0.2199999999999999,0.165,-0.0099999999999999
pyra mythra,wolf,0.68,Char1_Wins,3,-2,3,-2,0,15,1,-9,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
