character_1,character_2,char1_wins,char2_wins,total_games,char1_winrate,char1_normalized,char2_normalized,id_char1,weight_char1,recovery_char1,speed_char1,combo_game_char1,projectiles_char1,killpower_char1,ledgetrap_char1,edgeguard_char1,spacing_char1,cheese_char1,popularity_char1,pro_scene_char1,online_winrate_char1,easy_char1,id_char2,weight_char2,recovery_char2,speed_char2,combo_game_char2,projectiles_char2,killpower_char2,ledgetrap_char2,edgeguard_char2,spacing_char2,cheese_char2,popularity_char2,pro_scene_char2,online_winrate_char2,easy_char2,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff
mario,pyra mythra,9,1,10,0.9,Mario,Pyra Mythra,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,3,1,-3,4,0,-6,-4,3,-4,-4.0
falco,king k. rool,8,8,16,0.5,Falco,King K. Rool,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,-51,-2,2,5,-2,-2,-4,15,0,-8.0
falco,mario,15,4,19,0.7894736842105263,Falco,Mario,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,-16,-1,0,0,0,-10,-1,10,2,-2.0
pyra mythra,sora,8,1,9,0.8888888888888888,Pyra Mythra,Sora,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,10,-5,5,1,-1,5,4,-3,0,1.0
samus,young link,2,3,5,0.4,Samus,Young Link,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,20,0,-1,-8,0,0,11,14,-2,-3.0
bowser,wii fit trainer,6,3,9,0.6666666666666666,Bowser,Wii Fit Trainer,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,47,96,5,5,31,4,153,26,6,1,6.0,12000,4.553,54.15,4.331466667,39,-2,1,-1,-3,-23,-3,9,2,2.0
isabelle,pokemon trainer,7,12,19,0.3684210526315789,Isabelle,Pokemon Trainer,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,-8,-2,-2,-6,2,2,10,-17,-1,2.0
isabelle,sora,3,2,5,0.6,Isabelle,Sora,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,3,-3,0,-1,2,-5,7,5,-3,0.0
roy,samus,9,9,18,0.5,Roy,Samus,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,-13,-2,3,8,-4,-26,-10,-12,2,-1.0
isabelle,luigi,5,3,8,0.625,Isabelle,Luigi,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,-9,2,0,-12,3,22,13,11,1,-2.0
ken,roy,10,9,19,0.5263157894736842,Ken,Roy,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,8,0,-3,4,2,-11,4,-4,-3,1.0
ike,mario,13,6,19,0.6842105263157895,Ike,Mario,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,10,2,-2,-5,-1,-20,-9,-8,4,-3.0
bowser,marth,3,3,6,0.5,Bowser,Marth,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,45,-3,-1,1,0,-5,11,-14,-2,6.0
inkling,pyra mythra,10,7,17,0.5882352941176471,Inkling,Pyra Mythra,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,-1,6,-2,3,1,-15,-8,25,-4,-3.0
bowser,mario,30,9,39,0.7692307692307693,Bowser,Mario,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,37,-1,1,-4,-1,-8,9,-1,2,4.0
inkling,piranha plant,4,3,7,0.5714285714285714,Inkling,Piranha Plant,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,-18,5,3,5,-1,-15,-8,20,-1,-1.0
ike,ness,18,10,28,0.6428571428571429,Ike,Ness,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,14,1,0,3,-3,-16,-20,-12,1,-8.0
mario,piranha plant,4,2,6,0.6666666666666666,Mario,Piranha Plant,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,-14,0,2,6,-2,-6,-4,-2,-1,-2.0
ike,marth,8,2,10,0.8,Ike,Marth,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,18,0,-4,0,0,-17,-7,-21,0,-1.0
bowser,piranha plant,7,2,9,0.7777777777777778,Bowser,Piranha Plant,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,23,-1,3,2,-3,-14,5,-3,1,2.0
marth,pyra mythra,5,2,7,0.7142857142857143,Marth,Pyra Mythra,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,-5,3,-1,-1,-1,-9,-6,16,0,-6.0
bowser,shulk,9,8,17,0.5294117647058824,Bowser,Shulk,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,38,-4,2,2,0,9,10,-26,-2,0.0
jigglypuff,sora,4,1,5,0.8,Jigglypuff,Sora,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,-17,-4,-1,3,-2,-12,-10,39,-3,-3.0
ridley,zelda,8,6,14,0.5714285714285714,Ridley,Zelda,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,22,-3,2,5,-2,12,-8,8,1,-5.0
inkling,young link,18,12,30,0.6,Inkling,Young Link,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,6,3,1,2,-2,-19,-8,29,-3,-2.0
bowser,incineroar,10,7,17,0.5882352941176471,Bowser,Incineroar,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,19,1,5,-1,0,5,0,0,1,-1.0
lucina,pyra mythra,9,2,11,0.8181818181818182,Lucina,Pyra Mythra,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,-5,3,-1,-2,-1,-5,-2,16,0,-7.0
falco,isabelle,5,0,5,1.0,Falco,Isabelle,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,-6,-2,2,6,-3,-6,-8,5,1,-5.0
jigglypuff,wario,5,3,8,0.625,Jigglypuff,Wario,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,-40,-3,-2,-3,0,-2,-7,23,1,-2.0
inkling,zelda,25,13,38,0.6578947368421053,Inkling,Zelda,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,9,2,3,11,-2,7,-12,22,-1,-2.0
isabelle,lucina,4,7,11,0.3636363636363636,Isabelle,Lucina,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,-2,-1,-4,0,4,-5,5,-8,-3,6.0
joker,pokemon trainer,29,24,53,0.5471698113207547,Joker,Pokemon Trainer,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,-3,1,0,-6,0,3,-3,3,1,2.0
ken,piranha plant,5,0,5,1.0,Ken,Piranha Plant,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,-9,0,1,7,-1,-33,5,-11,-1,-2.0
sora,young link,5,4,9,0.5555555555555556,Sora,Young Link,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,-3,2,-2,-2,-2,-9,-4,7,1,0.0
wario,zelda,15,4,19,0.7894736842105263,Wario,Zelda,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,23,0,1,13,-4,7,-11,16,-1,-1.0
lucina,pikachu,12,10,22,0.5454545454545454,Lucina,Pikachu,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,11,-3,1,1,-2,-6,7,-9,3,-7.0
joker,ken,11,6,17,0.6470588235294118,Joker,Ken,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,-10,4,1,-7,0,24,-15,34,3,3.0
joker,sora,9,2,11,0.8181818181818182,Joker,Sora,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,8,0,2,-1,0,-4,-6,25,-1,0.0
joker,pikachu,21,10,31,0.6774193548387096,Joker,Pikachu,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,14,-1,-1,1,0,-10,-1,3,2,-1.0
ridley,young link,8,4,12,0.6666666666666666,Ridley,Young Link,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,19,-2,0,-4,-2,-14,-4,15,-1,-5.0
falco,pyra mythra,13,7,20,0.65,Falco,Pyra Mythra,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,-13,0,-3,4,0,-16,-5,13,-2,-6.0
incineroar,piranha plant,4,2,6,0.6666666666666666,Incineroar,Piranha Plant,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,4,-2,-2,3,-3,-19,5,-3,0,3.0
falco,pokemon trainer,20,8,28,0.7142857142857143,Falco,Pokemon Trainer,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,-14,-4,0,0,-1,-4,2,-12,0,-3.0
isabelle,roy,7,5,12,0.5833333333333334,Isabelle,Roy,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,-7,1,-4,-3,4,12,2,10,-2,4.0
falco,piranha plant,7,1,8,0.875,Falco,Piranha Plant,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,-30,-1,2,6,-2,-16,-5,8,1,-4.0
jigglypuff,young link,9,3,12,0.75,Jigglypuff,Young Link,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,-20,-2,-3,1,-4,-21,-14,46,-2,-3.0
falco,lucina,12,6,18,0.6666666666666666,Falco,Lucina,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,-8,-3,-2,6,1,-11,-3,-3,-2,1.0
piranha plant,zelda,3,2,5,0.6,Piranha Plant,Zelda,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,27,-3,0,6,-1,22,-4,2,0,-1.0
diddy kong,ken,18,11,29,0.6206896551724138,Diddy Kong,Ken,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,-13,2,2,-8,1,30,-15,2,1,3.0
sora,wario,9,4,13,0.6923076923076923,Sora,Wario,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,-23,1,-1,-6,2,10,3,-16,4,1.0
joker,wario,13,7,20,0.65,Joker,Wario,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,-15,1,1,-7,2,6,-3,9,3,1.0
fox,robin,8,4,12,0.6666666666666666,Fox,Robin,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,-18,-2,6,11,-3,-8,4,-15,-3,-2.0
incineroar,incineroar,1,5,6,0.1666666666666666,Incineroar,Incineroar,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,0,0,0,0,0,0,0,0,0,0.0
cloud,marth,2,3,5,0.4,Cloud,Marth,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,10,-3,-1,5,1,5,5,-12,0,1.0
incineroar,yoshi,11,7,18,0.6111111111111112,Incineroar,Yoshi,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,12,-5,-5,2,-1,-8,10,-3,0,4.0
kazuya,roy,12,2,14,0.8571428571428571,Kazuya,Roy,80,113,5,1,46,2,116,10,7,1,10.0,22100,8.638,53.49,5.6807,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,18,1,-6,15,1,-6,-9,-4,-3,7.0
incineroar,robin,12,4,16,0.75,Incineroar,Robin,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,21,-3,-1,7,-4,-4,11,-3,-2,6.0
incineroar,kazuya,5,2,7,0.7142857142857143,Incineroar,Kazuya,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,80,113,5,1,46,2,116,10,7,1,10.0,22100,8.638,53.49,5.6807,3,-3,0,-15,-1,9,13,8,1,-1.0
cloud,fox,22,21,43,0.5116279069767442,Cloud,Fox,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,23,0,-2,-1,0,19,1,14,4,2.0
fox,yoshi,18,9,27,0.6666666666666666,Fox,Yoshi,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-27,-4,2,6,0,-12,3,-15,-1,-4.0
incineroar,roy,14,7,21,0.6666666666666666,Incineroar,Roy,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,21,-2,-6,0,0,3,4,4,-2,6.0
robin,yoshi,16,1,17,0.9411764705882352,Robin,Yoshi,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-9,-2,-4,-5,3,-4,-1,0,2,-2.0
kazuya,yoshi,3,5,8,0.375,Kazuya,Yoshi,80,113,5,1,46,2,116,10,7,1,10.0,22100,8.638,53.49,5.6807,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,9,-2,-5,17,0,-17,-3,-11,-1,5.0
bowser,ike,8,4,12,0.6666666666666666,Bowser,Ike,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,27,-3,3,1,0,12,18,7,-2,7.0
bowser,king k. rool,9,9,18,0.5,Bowser,King K. Rool,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,2,-2,3,1,-3,0,6,4,0,-2.0
isabelle,pyra mythra,5,0,5,1.0,Isabelle,Pyra Mythra,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,-7,2,-5,-2,3,-10,3,8,-3,-1.0
cloud,snake,49,25,74,0.6621621621621622,Cloud,Snake,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-6,-4,3,14,-3,1,15,5,4,-7.0
kazuya,wolf,3,2,5,0.6,Kazuya,Wolf,80,113,5,1,46,2,116,10,7,1,10.0,22100,8.638,53.49,5.6807,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,21,0,-4,14,0,-13,-7,-15,-2,8.0
ken,wolf,17,7,24,0.7083333333333334,Ken,Wolf,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,11,-1,-1,3,1,-18,6,-15,-2,2.0
ken,snake,24,13,37,0.6486486486486487,Ken,Snake,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-3,-3,1,15,-2,-28,21,-5,0,-6.0
isabelle,ken,4,4,8,0.5,Isabelle,Ken,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,-15,1,-1,-7,2,23,-2,14,1,3.0
pyra mythra,pyra mythra,1,5,6,0.1666666666666666,Pyra Mythra,Pyra Mythra,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,0,0,0,0,0,0,0,0,0,0.0
cloud,steve,6,5,11,0.5454545454545454,Cloud,Steve,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,77,92,8,1,35,3,124,13,11,2,10.0,44100,10.474,60.04,5.2954,8,-5,5,-1,-1,16,4,6,3,-7.0
wolf,wolf,12,32,44,0.2727272727272727,Wolf,Wolf,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,0,0,0,0,0,0,0,0,0,0.0
cloud,kazuya,4,2,6,0.6666666666666666,Cloud,Kazuya,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,80,113,5,1,46,2,116,10,7,1,10.0,22100,8.638,53.49,5.6807,-13,-2,5,-12,0,24,7,10,4,-7.0
wii fit trainer,wolf,10,7,17,0.5882352941176471,Wii Fit Trainer,Wolf,47,96,5,5,31,4,153,26,6,1,6.0,12000,4.553,54.15,4.331466667,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,4,0,0,-1,2,24,9,-16,-2,4.0
snake,wolf,55,34,89,0.6179775280898876,Snake,Wolf,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,14,2,-2,-12,3,10,-15,-10,-2,8.0
isabelle,snake,9,7,16,0.5625,Isabelle,Snake,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-18,-2,0,8,0,-5,19,9,1,-3.0
samus,shulk,16,12,28,0.5714285714285714,Samus,Shulk,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,11,-1,0,-5,4,27,16,-18,-3,-4.0
bowser,sephiroth,10,4,14,0.7142857142857143,Bowser,Sephiroth,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,56,-3,2,5,-2,-2,8,-12,-2,2.0
byleth,young link,2,3,5,0.4,Byleth,Young Link,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,9,-1,-3,-3,-3,-22,4,12,1,-4.0
inkling,marth,7,2,9,0.7777777777777778,Inkling,Marth,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,21,90,6,7,29,1,135,12,29,5,2.0,6000,5.199,41.05,4.2565,4,3,-1,4,2,-6,-2,9,-4,3.0
toon link,young link,7,6,13,0.5384615384615384,Toon Link,Young Link,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,3,0,0,-6,0,-10,3,9,0,-3.0
inkling,isabelle,11,10,21,0.5238095238095238,Inkling,Isabelle,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,6,4,3,5,-2,-5,-11,17,-1,-2.0
young link,zelda,13,11,24,0.5416666666666666,Young Link,Zelda,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,3,-1,2,9,0,26,-4,-7,2,0.0
ken,lucina,8,8,16,0.5,Ken,Lucina,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,13,-2,-3,7,2,-28,7,-22,-4,3.0
lucina,sora,6,3,9,0.6666666666666666,Lucina,Sora,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,5,-2,4,-1,-2,0,2,13,0,-6.0
sora,zelda,6,1,7,0.8571428571428571,Sora,Zelda,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,0,1,0,7,-2,17,-8,0,3,0.0
byleth,isabelle,6,1,7,0.8571428571428571,Byleth,Isabelle,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,9,0,-1,0,-3,-8,1,0,3,-4.0
falco,inkling,10,18,28,0.3571428571428571,Falco,Inkling,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,-12,-6,-1,1,-1,-1,3,-12,2,-3.0
sephiroth,sora,4,1,5,0.8,Sephiroth,Sora,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,-6,-2,1,-4,0,-7,1,11,0,-1.0
inkling,sephiroth,7,2,9,0.7777777777777778,Inkling,Sephiroth,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,15,3,2,8,0,-3,-5,11,-4,-1.0
dr. mario,luigi,3,2,5,0.6,Dr. Mario,Luigi,18,98,1,2,31,2,131,20,25,1,2.0,7500,3.394,54.64,3.457766667,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,1,-2,-1,-9,0,19,12,15,0,-7.0
byleth,roy,12,3,15,0.8,Byleth,Roy,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,2,1,-5,-3,1,4,3,10,1,0.0
inkling,sora,4,3,7,0.5714285714285714,Inkling,Sora,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,9,1,3,4,0,-10,-4,22,-4,-2.0
ken,sephiroth,5,2,7,0.7142857142857143,Ken,Sephiroth,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,24,-2,0,10,0,-21,8,-20,-4,-2.0
jigglypuff,pyra mythra,7,4,11,0.6363636363636364,Jigglypuff,Pyra Mythra,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,-27,1,-6,2,-1,-17,-14,42,-3,-4.0
